Wavelength n
200	2.01935339682105
205	2.01893930526917
210	2.01855492871342
215	2.01819748013421
220	2.01786449289039
225	2.01755377737669
230	2.01726338439156
235	2.01699157405063
240	2.01673678930395
245	2.01649763329196
250	2.01627284991561
255	2.01606130710824
260	2.01586198238737
265	2.01567395033708
270	2.01549637173121
275	2.01532848405545
280	2.01516959322606
285	2.01501906633523
290	2.01487632527989
295	2.01474084115297
300	2.01461212929421
305	2.01448974491340
310	2.01437327921136
315	2.01426235593491
320	2.01415662831114
325	2.01405577631397
330	2.01395950422227
335	2.01386753843464
340	2.01377962551027
345	2.01369553040968
350	2.01361503491213
355	2.01353793618989
360	2.01346404552168
365	2.01339318712999
370	2.01332519712889
375	2.01325992257032
380	2.01319722057860
385	2.01313695756393
390	2.01307900850658
395	2.01302325630482
400	2.01296959118003
405	2.01291791013333
410	2.01286811644879
415	2.01282011923859
420	2.01277383302615
425	2.01272917736376
430	2.01268607648131
435	2.01264445896338
440	2.01260425745205
445	2.01256540837313
450	2.01252785168375
455	2.01249153063932
460	2.01245639157835
465	2.01242238372338
470	2.01238945899687
475	2.01235757185056
480	2.01232667910736
485	2.01229673981464
490	2.01226771510801
495	2.01223956808473
500	2.01221226368601
505	2.01218576858747
510	2.01216005109711
515	2.01213508106021
520	2.01211082977065
525	2.01208726988819
530	2.01206437536111
535	2.01204212135400
540	2.01202048418022
545	2.01199944123864
550	2.01197897095452
555	2.01195905272396
560	2.01193966686200
565	2.01192079455377
570	2.01190241780880
575	2.01188451941795
580	2.01186708291307
585	2.01185009252899
590	2.01183353316782
595	2.01181739036533
600	2.01180165025924
605	2.01178629955946
610	2.01177132551991
615	2.01175671591204
620	2.01174245899978
625	2.01172854351593
630	2.01171495863986
635	2.01170169397642
640	2.01168873953600
645	2.01167608571569
650	2.01166372328148
655	2.01165164335131
660	2.01163983737915
665	2.01162829713983
670	2.01161701471468
675	2.01160598247792
680	2.01159519308378
685	2.01158463945419
690	2.01157431476722
695	2.01156421244599
700	2.01155432614818
705	2.01154464975608
710	2.01153517736709
715	2.01152590328472
720	2.01151682200999
725	2.01150792823328
730	2.01149921682658
735	2.01149068283601
740	2.01148232147485
745	2.01147412811679
750	2.01146609828948
755	2.01145822766848
760	2.01145051207140
765	2.01144294745231
770	2.01143552989649
775	2.01142825561529
780	2.01142112094135
785	2.01141412232391
790	2.01140725632443
795	2.01140051961234
800	2.01139390896100
