wl	n	k
350	2.17	0
400	2.14	0
450	2.105399121	0
485.5	2.064159181	0
521	2.036404658	0
556.5	2.016562022	0
592	2.001743183	0
627.5	1.990303413	0
663	1.98123843	0
698.5	1.973901163	0
734	1.967856502	0
769.5	1.962801502	0
805	1.958519045	0
840.5	1.954849675	0
876	1.951673804	0
911.5	1.948900107	0
947	1.946457725	0
982.5	1.944290902	0
